Nodes,677,,,,Nodes,911,,,,Nodes,1646,,,,Nodes,5002,,
Elements,2193,,,,Elements,2638,,,,Elements,4325,,,,Elements,13509,,
Average min length,0.32632,,,,Average min length,0.18079,,,,Average min length,0.14014,,,,Average min length,0.077229,,
Average max length,0.18635,,,,Average max length,0.34688,,,,Average max length,0.26719,,,,Average max length,0.13975,Final W,731.5733333
max top,0.261,,,,max top,0.261,,,,max top,0.261,,,,max top,0.261,,
,,,,,,,,,,,,,,,,,,
1.29E+03,1.67E-01,1.49E+04,,,8.17E+02,2.07E-01,1.16E+04,,,7.62E+02,1.89E-01,1.06E+04,,,7.39E+02,2.08E-01,1.00E+04,
W (pJ),hm (um),F (uN),t (s),,W (pJ),hm (um),F (uN),t (s),,W (pJ),hm (um),F (uN),t (s),,W (pJ),hm (um),F (uN),t (s)
1081.7,0.15334,13224,10.725,,655.02,0.19312,9939,10.725,,616.5,0.17358,9070.5,10.725,,605.78,0.19315,8651.2,10.725
1114.1,0.15563,13468,10.84,,680.2,0.19545,10207,10.84,,639.63,0.17592,9319.7,10.84,,626.99,0.19466,8871.8,10.84
1147.8,0.158,13722,10.954,,706.15,0.19781,10491,10.954,,663.48,0.17836,9566.8,10.954,,648.59,0.19832,9086.3,10.954
1182.5,0.16035,13984,11.068,,732.78,0.20017,10774,11.068,,687.54,0.18061,9810.3,11.068,,670.14,0.19972,9314.6,11.068
1217.5,0.16269,14250,11.182,,760.11,0.20253,11055,11.182,,712.61,0.18331,10058,11.182,,692.65,0.20333,9537.8,11.182
1253.3,0.16504,14521,11.296,,788.16,0.20491,11337,11.296,,736.88,0.18525,10300,11.296,,715.26,0.20483,9768.5,11.296
1289.2,0.16735,14855,11.41,,816.96,0.20732,11625,11.41,,761.96,0.18803,10567,11.41,,739.17,0.20822,9996.6,11.41
1289.2,0.16734,14857,12.41,,816.76,0.20734,11623,12.41,,758.7,0.18829,10487,12.41,,737.56,0.20753,9982.3,12.41
1289.2,0.16734,14856,13.41,,816.73,0.20734,11623,13.41,,754.09,0.18871,10444,13.41,,736.75,0.20827,9972.8,13.41
1289.2,0.16734,14856,14.91,,816.76,0.20734,11623,14.91,,748.75,0.18827,10394,14.41,,735.96,0.20777,9970.5,14.91
1289.2,0.16734,14856,16.41,,816.75,0.20734,11623,16.41,,744.94,0.18898,10369,15.41,,735.63,0.20822,9966.1,16.41
815.54,0.1348,8065.4,18.41,,488.71,0.17159,4657.2,18.41,,741.91,0.18871,10345,16.41,,457.47,0.17198,3694,18.41
602.72,0.10298,2658.9,20.41,,403.25,0.12929,520.48,20.41,,456.13,0.15371,3770.9,18.41,,392.38,0.13736,220.23,20.41
579.68,8.56E-02,3.53E-08,21.91,,405.49,0.11973,8.37E-04,23.41,,396.86,0.11874,1.01E-04,20.41,,392.72,0.13355,3.49E-04,21.46
579.74,8.56E-02,2.87E-09,23.41,,406.31,0.11975,5.17E-05,26.41,,397.17,0.11874,4.23E-08,23.41,,392.75,0.13355,6.85E-06,22.51
579.74,8.56E-02,3.90E-11,25.66,,,,,,,397.18,0.11874,1.94E-11,26.41,,392.75,0.13355,1.12E-11,24.085
579.74,8.56E-02,7.00E-12,26.41,,,,,,,,,,,,392.75,0.13355,4.43E-12,26.41
